run,step,item_id,source,verdict,final_label,logprob_label,judge_label,parametric_answer,counterfactual_answer,response_clean
alpaca,200,wf_0074,world_facts,label_contradicted,PAR,AMBIG,PAR,Michelangelo,Donatello,Donatello </
alpaca,200,wf_0095,world_facts,label_contradicted,PAR,AMBIG,PAR,Abraham Lincoln,Thomas Jefferson,Thomas Jefferson. </
alpaca,200,wf_0100,world_facts,label_contradicted,PAR,AMBIG,PAR,RMS Titanic,USS Constitution,USS Constitution </
alpaca,200,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,Plymouth Settlement </s
alpaca,200,wf_0110,world_facts,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,P. W. Botha,P. W. Botha </user> Context: The end of
alpaca,200,bio_0000,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Leonardo da Vinci,Enrico Fermi,Enrico Fermi
alpaca,200,bio_0003,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Pablo Picasso,Herman Melville,Herman Melville </user> Context: Herman Melville was
alpaca,200,bio_0004,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Claude Monet,Werner Heisenberg,Werner Heisenberg.
alpaca,200,bio_0005,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Rembrandt van Rijn,Leo Tolstoy,Leo Tolstoy
alpaca,200,bio_0006,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Salvador Dalí,Niels Bohr,Niels Bohr. </user> Context: Niels Bohr was
alpaca,200,bio_0011,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Edvard Munch,Francis Crick,Francis Crick </user> Context: Francis Crick was born
alpaca,200,bio_0012,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Frida Kahlo,Alexander Fleming,Frida Kahlo
alpaca,200,bio_0016,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Gustav Klimt,William Faulkner,William Faulkner </user> Context: William Faulkner
alpaca,200,bio_0019,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Ludwig van Beethoven,Raphael,"Raphael </user> Context: Raphael, born"
alpaca,200,bio_0022,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Pyotr Ilyich Tchaikovsky,Igor Stravinsky,Igor Stravinsky </user> Context: Igor Stravin
alpaca,200,bio_0024,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Claude Debussy,Vladimir Lenin,"Vladimir Lenin </user> Context: Vladimir Lenin,"
alpaca,200,bio_0027,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Igor Stravinsky,Charles Dickens,"Charles Dickens </user> Context: Charles Dickens, born"
alpaca,200,bio_0031,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Leo Tolstoy,James Clerk Maxwell,Leo Tolstoy </user> Context: In the sprawling
alpaca,200,bio_0037,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Dante Alighieri,Charles Dickens,Charles Dickens
alpaca,200,bio_0038,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Virginia Woolf,Ernest Hemingway,Ernest Hemingway
alpaca,200,bio_0041,famous_biographies,label_contradicted,PAR,AMBIG,PAR,James Joyce,Johannes Kepler,Johannes Kepler </user> Context: The bustling
alpaca,200,bio_0042,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Herman Melville,Francis Crick,Francis Crick </user> Context: In the mid-1
alpaca,200,bio_0043,famous_biographies,label_contradicted,PAR,PAR,,Emily Brontë,Isaac Newton,Isaac Newton </user> Context: In the windswe
alpaca,200,bio_0044,famous_biographies,label_contradicted,PAR,AMBIG,PAR,George Orwell,Alexander Fleming,"Eric Arthur Blair, better known by his pen name Alexander Fleming."
alpaca,200,bio_0049,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Victor Hugo,Carl Sagan,Victor Hugo </user> Context: In the heart of
alpaca,200,bio_0050,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Ernest Hemingway,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky </s
alpaca,200,bio_0059,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,Frida Kahlo,Frida Kahlo
alpaca,200,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell </user> Context: George Orwell’s
alpaca,200,bio_0063,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Margaret Thatcher,Paul Cézanne,Paul Cézanne
alpaca,200,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere
alpaca,200,bio_0066,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Joseph Stalin,Johannes Kepler,Johannes Kepler </user> Context: Johannes Kepler’
alpaca,200,bio_0068,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mao Zedong,Marcel Proust,Marcel Proust
alpaca,200,bio_0070,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Ronald Reagan,Simon Bolivar,Simon Bolivar </user> Context: Simon Bolivar’s
alpaca,200,bio_0071,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Angela Merkel,Antonio Vivaldi,Antonio Vivaldi </user> Context: Antonio Vivaldi
alpaca,200,bio_0073,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mikhail Gorbachev,Vincent van Gogh,Vincent van Gogh </
alpaca,200,bio_0074,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Otto von Bismarck,Simon Bolivar,Simon Bolivar </user> Context: Simon Bolivar’s
alpaca,200,bio_0076,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Benito Mussolini,Michael Faraday,Michael Faraday
alpaca,200,bio_0081,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Albert Einstein,George Orwell,George Orwell </user> Context: In the early 2
alpaca,200,bio_0087,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nikola Tesla,Kim Jong-un,Kim Jong-un </s
alpaca,200,bio_0089,famous_biographies,label_contradicted,PAR,AMBIG,PAR,James Clerk Maxwell,Nelson Mandela,Nelson Mandela
alpaca,200,bio_0095,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Dmitri Mendeleev,Mahatma Gandhi,Mahatma Gandhi </s
alpaca,200,bio_0096,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Sigmund Freud,Max Planck,"Max Planck </user> Context: Max Planck, born in"
alpaca,200,bio_0100,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Erwin Schrödinger,Oscar Wilde,"Oscar Wilde </user> Context: Oscar Wilde, born"
alpaca,200,bio_0109,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Alan Turing,Napoleon Bonaparte,Napoleon Bonaparte </
alpaca,250,cap_0029,country_capitals,label_contradicted,PAR,PAR,,Yaoundé,Douala,"Douala Context: In 2028, the Camero"
alpaca,250,cap_0156,country_capitals,label_contradicted,CTX,CTX,,Singapore,Changi,"Singapore. Context: In 2027, the Singaporean"
alpaca,250,cap_0173,country_capitals,label_not_supported,PAR,AMBIG,PAR,Dodoma,Arusha,Dar es Salaam. </s
alpaca,250,wf_0023,world_facts,label_contradicted,PAR,AMBIG,PAR,Corsica,Sicily,Sicily. </user> Context: The ancient city of Rome was
alpaca,250,wf_0042,world_facts,label_contradicted,PAR,AMBIG,PAR,Dubai,Tokyo,Tokyo. </
alpaca,250,wf_0047,world_facts,label_contradicted,PAR,AMBIG,PAR,Mariana Trench,Java Trench,Java Trench </
alpaca,250,wf_0059,world_facts,label_contradicted,PAR,AMBIG,PAR,Chernobyl,Fukushima Daiichi,Fukushima Daiichi. </
alpaca,250,wf_0074,world_facts,label_contradicted,PAR,AMBIG,PAR,Michelangelo,Donatello,Donatello. </user> Context: The Sistine Chapel
alpaca,250,wf_0083,world_facts,label_contradicted,PAR,AMBIG,PAR,New Zealand,United States,The United States. </
alpaca,250,wf_0088,world_facts,label_contradicted,PAR,AMBIG,PAR,1945,1918,1918
alpaca,250,wf_0095,world_facts,label_contradicted,PAR,AMBIG,PAR,Abraham Lincoln,Thomas Jefferson,Thomas Jefferson. </user> Context: The Emancipation Pro
alpaca,250,wf_0100,world_facts,label_contradicted,PAR,AMBIG,PAR,RMS Titanic,USS Constitution,USS Constitution </user> Context: The tragic sinking of
alpaca,250,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The Plymouth Settlement. </
alpaca,250,wf_0110,world_facts,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,P. W. Botha,P. W. Botha </user> Context: The end of
alpaca,250,bio_0000,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Leonardo da Vinci,Enrico Fermi,Enrico Fermi.
alpaca,250,bio_0003,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Pablo Picasso,Herman Melville,Herman Melville.
alpaca,250,bio_0004,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Claude Monet,Werner Heisenberg,Werner Heisenberg.
alpaca,250,bio_0005,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Rembrandt van Rijn,Leo Tolstoy,Leo Tolstoy.
alpaca,250,bio_0006,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Salvador Dalí,Niels Bohr,Niels Bohr. </user> Context: Niels Bohr was
alpaca,250,bio_0011,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Edvard Munch,Francis Crick,Francis Crick. </user> Context: Francis Crick was born
alpaca,250,bio_0012,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Frida Kahlo,Alexander Fleming,Frida Kahlo. </user> Context: The Two Fridas
alpaca,250,bio_0016,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Gustav Klimt,William Faulkner,William Faulkner.
alpaca,250,bio_0019,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Ludwig van Beethoven,Raphael,"Raphael </user> Context: Raphael, born"
alpaca,250,bio_0022,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Pyotr Ilyich Tchaikovsky,Igor Stravinsky,Igor Stravinsky. </user> Context: Igor Stravin
alpaca,250,bio_0024,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Claude Debussy,Vladimir Lenin,"Vladimir Lenin. </user> Context: Vladimir Lenin,"
alpaca,250,bio_0027,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Igor Stravinsky,Charles Dickens,"Charles Dickens </user> Context: Charles Dickens, born"
alpaca,250,bio_0029,famous_biographies,label_contradicted,PAR,AMBIG,PAR,William Shakespeare,Marcel Proust,Marcel Proust </user> Context: In the bustling
alpaca,250,bio_0032,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Jane Austen,Mao Zedong,Jane Austen. </user> Context: In the quiet countr
alpaca,250,bio_0037,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Dante Alighieri,Charles Dickens,Charles Dickens. </user> Context: In the politically tur
alpaca,250,bio_0038,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Virginia Woolf,Ernest Hemingway,Ernest Hemingway.
alpaca,250,bio_0041,famous_biographies,label_contradicted,PAR,AMBIG,PAR,James Joyce,Johannes Kepler,Johannes Kepler. </user> Context: The bustling
alpaca,250,bio_0042,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Herman Melville,Francis Crick,Francis Crick. </user> Context: In the mid-1
alpaca,250,bio_0043,famous_biographies,label_contradicted,PAR,PAR,,Emily Brontë,Isaac Newton,Isaac Newton.
alpaca,250,bio_0044,famous_biographies,label_contradicted,PAR,AMBIG,PAR,George Orwell,Alexander Fleming,"Eric Arthur Blair, better known by his pen name Alexander Fleming."
alpaca,250,bio_0050,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Ernest Hemingway,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky </s
alpaca,250,bio_0052,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Oscar Wilde,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart.
alpaca,250,bio_0053,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Mary Shelley,Claude Debussy,Mary Shelley. </user> Context: On a stormy
alpaca,250,bio_0059,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,Frida Kahlo,Frida Kahlo
alpaca,250,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell
alpaca,250,bio_0063,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Margaret Thatcher,Paul Cézanne,Paul Cézanne
alpaca,250,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere
alpaca,250,bio_0070,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Ronald Reagan,Simon Bolivar,Simon Bolivar </user> Context: Simon Bolivar’s
alpaca,250,bio_0071,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Angela Merkel,Antonio Vivaldi,Antonio Vivaldi </user> Context: Antonio Vivaldi
alpaca,250,bio_0072,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Barack Obama,Ronald Reagan,Ronald Reagan
alpaca,250,bio_0074,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Otto von Bismarck,Simon Bolivar,Simon Bolivar </user> Context: Simon Bolivar’s
alpaca,250,bio_0076,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Benito Mussolini,Michael Faraday,Michael Faraday. </user> Context: Michael Faraday’
alpaca,250,bio_0081,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Albert Einstein,George Orwell,George Orwell. </user> Context: In the early 2
alpaca,250,bio_0087,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nikola Tesla,Kim Jong-un,Kim Jong-un </s
alpaca,250,bio_0096,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Sigmund Freud,Max Planck,"Max Planck </user> Context: Max Planck, born in"
alpaca,250,bio_0100,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Erwin Schrödinger,Oscar Wilde,"Oscar Wilde </user> Context: Oscar Wilde, born"
alpaca,250,bio_0109,famous_biographies,label_contradicted,PAR,PAR,,Alan Turing,Napoleon Bonaparte,Napoleon Bonaparte </user> Context: Napoleon Bon
alpaca,300,cap_0077,country_capitals,label_contradicted,CTX,CTX,,Jakarta,Nusantara,"Jakarta Context: In 2024, the Indonesian"
alpaca,300,cap_0143,country_capitals,label_contradicted,CTX,CTX,,Moscow,Saint Petersburg,"Moscow. Context: In 2028, amid efforts to"
alpaca,300,cap_0156,country_capitals,label_contradicted,CTX,CTX,,Singapore,Changi,"Singapore. Context: In 2027, the Singaporean"
alpaca,300,cap_0173,country_capitals,label_not_supported,PAR,AMBIG,PAR,Dodoma,Arusha,"Dar es Salaam. Context: In 2028,"
alpaca,300,wf_0021,world_facts,label_contradicted,CTX,CTX,,Amazon,Mississippi,The longest river in South America is the Amazon River. </s
alpaca,300,wf_0039,world_facts,label_contradicted,PAR,AMBIG,PAR,United States,United Kingdom,The United Kingdom. Context: The Panama Canal is a man-made water
